Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL
THE GLENLIVET 12 EXCELLENCE,Single Malt,"Speyside, Scotland",3.57,nan,https://distiller.com/spirits/the-glenlivet-12-excellence
DISTILLER SUMMER CAMP OPULENCE 41 YEAR OLD SINGLE MALT,Single Malt,"Highlands, Scotland",4.33,nan,https://distiller.com/spirits/distiller-summer-camp-opulence-41-year-old-single-malt-scotch-whisky-vip-taster-exclusive
BENRIACH CLASSIC CASK STRENGTH BATCH 2,Single Malt,"Speyside, Scotland",3.54,nan,https://distiller.com/spirits/benriach-classic-cask-strength-batch-2
GLENCADAM THE RE-AWAKENING 13 YEAR,Single Malt,"Highlands, Scotland",3.58,90,https://distiller.com/spirits/glencadam-the-re-awakening-13-year
GLENMORANGIE GRAND VINTAGE 1990,Single Malt,"Highlands, Scotland",4.9,96,https://distiller.com/spirits/glenmorangie-grand-vintage-1990
GLENTURRET TRIPLE WOOD,Single Malt,"Highlands, Scotland",3.42,81,https://distiller.com/spirits/glenturret-triple-wood
GLENDRONACH 1994 PEDRO XIMENEZ 20 YEAR,Single Malt,"Highlands, Scotland",4.73,nan,https://distiller.com/spirits/glendronach-1994-pedro-ximenez-20-year
"TOMATIN CUATRO SERIES #3 ""OLOROSO"" 12 YEAR",Single Malt,"Highlands, Scotland",3.91,nan,https://distiller.com/spirits/tomatin-cuatro-series-3-oloroso-12-year
GLENDRONACH 12 YEAR SAUTERNES FINISH,Single Malt,"Highlands, Scotland",3.87,nan,https://distiller.com/spirits/glendronach-12-year-sauternes-finish
THE GLENLIVET SINGLE CASK: PULLMAN WATER LEVEL ROUTE,Single Malt,"Speyside, Scotland",4.38,95,https://distiller.com/spirits/the-glenlivet-single-cask-pullman-water-level-route
ANCNOC BLAS,Single Malt,"Highlands, Scotland",3.62,92,https://distiller.com/spirits/ancnoc-blas
BENROMACH HERMITAGE WOOD FINISH,Single Malt,"Speyside, Scotland",3.7,nan,https://distiller.com/spirits/benromach-hermitage-wood-finish
THE BALVENIE NEW WOOD 17 YEAR,Single Malt,"Speyside, Scotland",4.3,nan,https://distiller.com/spirits/the-balvenie-new-wood-17-year
STRATHMILL 12 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",3.57,87,https://distiller.com/spirits/strathmill-12-year-flora-fauna
GLENLIVET 18 BATCH RESERVE,Single Malt,"Speyside, Scotland",4.16,nan,https://distiller.com/spirits/glenlivet-18-batch-reserve
CLYNELISH 14 YEARS SINGLE MALT SCOTCH,Single Malt,"Coastal higland, Scotland",3.38,nan,https://distiller.com/spirits/clynelish-14-years-single-malt-scotch
PORT CHARLOTTE MC:01 2009,Single Malt,"Islay, Scotland",4.21,nan,https://distiller.com/spirits/port-charlotte-mc-01-2009
SPRINGBANK 15 YEAR RUM WOOD,Single Malt,"Campbeltown , Scotland",4.46,nan,https://distiller.com/spirits/springbank-15-year-rum-wood
KILCHOMAN MACIR BAY,Single Malt,"Islay, Scotland",3.63,nan,https://distiller.com/spirits/kilchoman-macir-bay
TALISKER DISTILLERY EXCLUSIVE BOTTLING,Single Malt,"Isle of Skye, Scotland",4.11,nan,https://distiller.com/spirits/talisker-distillery-exclusive-bottling
LOCH LOMOND THE OPEN SPECIAL EDITION 2019,Single Malt,"Highlands, Scotland",3.27,nan,https://distiller.com/spirits/loch-lomond-the-open-special-edition-2019
GLENGOYNE BALBAÍNA,Single Malt,"Highlands, Scotland",3.11,nan,https://distiller.com/spirits/glengoyne-balbaina
EDRADOUR 2005 BALLECHIN 'STRAIGHT FROM THE CASK' BORDEAUX,Single Malt,"Highland, Scotland",3.88,nan,https://distiller.com/spirits/edradour-2005-ballechin-straight-from-the-cask-bordeaux
TULLIBARDINE 25,Single Malt,Scotland,3.91,nan,https://distiller.com/spirits/tullibardine-25
EDRADOUR BOURBON CASK MATURED NATURAL CASK STRENGTH,Single Malt,"Highlands, Scotland",4.23,nan,https://distiller.com/spirits/edradour-bourbon-cask-matured-natural-cask-strength
BENRIACH 17 YEAR OLD PEDRO XIMÉNEZ FINISH,Single Malt,"Speyside, Scotland",4.11,nan,https://distiller.com/spirits/benriach-17-year-old-pedro-ximenez-finish
FINLAGGAN PORT FINISH,Single Malt,"Islay, Scotland",3.98,nan,https://distiller.com/spirits/finlaggan-port-finish
MANNOCHMORE 12 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",2.45,80,https://distiller.com/spirits/mannochmore-12-year-flora-fauna
GLENFARCLAS HERITAGE,Single Malt,"Highlands, Scotland",3.35,nan,https://distiller.com/spirits/glenfarclas-heritage
PORT ASKAIG 12 YEAR,Single Malt,"Islay, Scotland",3.66,nan,https://distiller.com/spirits/port-askaig-12-year
TOMATIN 30 YEAR,Single Malt,"Highlands, Scotland",3.91,85,https://distiller.com/spirits/tomatin-30-year
ARRAN 16 YEAR,Single Malt,"Islands, Scotland",3.73,80,https://distiller.com/spirits/arran-16-year
DEANSTON 18 YEAR COGNAC CASK,Single Malt,"Highlands, Scotland",4.63,95,https://distiller.com/spirits/deanston-18-year-cognac-cask
MORTLACH 25 YEAR,Single Malt,"Speyside, Scotland",4.16,82,https://distiller.com/spirits/mortlach-25-year
GLENMORANGIE X,Single Malt,"Highlands, Scotland",3.54,85,https://distiller.com/spirits/glenmorangie-x
LONGMORN 16 YEAR (2016 RELEASE),Single Malt,"Speyside, Scotland",4.21,nan,https://distiller.com/spirits/longmorn-16-year-2016-release
KILCHOMAN AM BÙRACH,Single Malt,"Islay, Scotland",3.65,nan,https://distiller.com/spirits/kilchoman-am-burach
GLEN GRANT ARBORALIS,Single Malt,"Speyside, Scotland",3.62,81,https://distiller.com/spirits/glen-grant-arboralis
LONGROW RED 13 CHILEAN CAB SAUV,Single Malt,"Cambeltown , Scotland",4.17,nan,https://distiller.com/spirits/longrow-red-13-chilean-cab-sauv
CRABBIE’S YARDHEAD,Single Malt,"Highland, Scotland",2.65,nan,https://distiller.com/spirits/crabbie-s-yardhead
ROYAL BRACKLA 12 YEAR OLD BATCH 1 (THAT BOUTIQUE-Y WHISKY COMPANY),Single Malt,"Speyside, Scotland",2.96,nan,https://distiller.com/spirits/royal-brackla-12-year-old-batch-1-that-boutique-y-whisky-company
BRUICHLADDICH THE ORGANIC 2010 MID COUL FARMS,Single Malt,"Islay, Scotland",4.02,89,https://distiller.com/spirits/bruichladdich-the-organic-2010-mid-coul-farms
THE SINGLETON OF GLEN ORD 15 YEAR,Single Malt,"Highland, Scotland",3.71,nan,https://distiller.com/spirits/the-singleton-of-glen-ord-15-year
BENRIACH 25 YEAR,Single Malt,"Speyside, Scotland",4.21,92,https://distiller.com/spirits/benriach-25-year
DALMORE LUCEO,Single Malt,"Highland, Scotland",3.73,nan,https://distiller.com/spirits/dalmore-luceo
GLENDRONACH GRANDEUR 27 YEAR BATCH 10,Single Malt,"Highlands, Scotland",4.87,95,https://distiller.com/spirits/glendronach-grandeur-batch-10
DEANSTON 20,Single Malt,"Highland, Scotland",4.04,nan,https://distiller.com/spirits/deanston-20
KILCHOMAN PX FINISH SINGLE CASK RELEASE BC EXCLUSIVE,Single Malt,"Islay, Scotland",4.14,nan,https://distiller.com/spirits/kilchoman-px-finish-single-cask-release-bc-exclusive
TRADER JOE’S HIGHLAND SINGLE MALT SCOTCH WHISKY AGED 10 YEARS,Single Malt,"Highland, Scotland",2.42,nan,https://distiller.com/spirits/trader-joe-s-highland-single-malt-scotch-whisky-aged-10-years
GLENMORANGIE 19 YEAR,Single Malt,"Highlands, Scotland",4.11,nan,https://distiller.com/spirits/glenmorangie-19-year
GLEN GARIOCH 15 YEAR SHERRY CASK MATURED,Single Malt,"Highlands, Scotland",3.92,nan,https://distiller.com/spirits/glen_garioch_15_year_sherry_cask_matured
DALWHINNIE 25 YEAR,Single Malt,"Highlands, Scotland",3.67,nan,https://distiller.com/spirits/dalwhinnie-25-year
TOMATIN 15 YEAR (46%),Single Malt,"Highlands, Scotland",3.49,84,https://distiller.com/spirits/tomatin-15-year-46
THE GLENROTHES MANSE RESERVE,Single Malt,"Speyside, Scotland",3.65,nan,https://distiller.com/spirits/the-glenrothes-manse-reserve
CAOL ILA 15 YEAR UNPEATED STYLE (2014 SPECIAL RELEASE),Single Malt,"Islay, Scotland",3.68,nan,https://distiller.com/spirits/caol-ila-15-year-unpeated-style
BRUICHLADDICH THE LADDIE 16 YEAR,Single Malt,"Islay, Scotland",4.14,nan,https://distiller.com/spirits/bruichladdich-the-laddie-sixteen
GLEN DEVERON 10 YEAR,Single Malt,"Highlands, Scotland",2.57,nan,https://distiller.com/spirits/glen-deveron-10-year
MILTONDUFF 10 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,"Speyside, Scotland",3.35,nan,https://distiller.com/spirits/miltonduff-10-year-gordon-macphail
HIGHLAND PARK LEIF ERIKSSON,Single Malt,"Islands, Scotland",3.62,nan,https://distiller.com/spirits/highland-park-leif-eriksson
THE MACALLAN DIRECTOR'S EDITION,Single Malt,"Highlands, Scotland",4.15,nan,https://distiller.com/spirits/the-macallan-directors-edition
THE BALVENIE MADEIRA CASK 17 YEAR,Single Malt,"Speyside, Scotland",4.62,90,https://distiller.com/spirits/the-balvenie-madeira-cask-17-year
EDRADOUR STRAIGHT FROM THE CASK PORT WOOD FINISH 12 YEAR,Single Malt,"Highlands, Scotland",4.2,95,https://distiller.com/spirits/edradour-straight-from-the-cask-port-finish-12-year
BENRIACH SAUTERNES FINISH 16 YEAR,Single Malt,"Speyside, Scotland",3.75,91,https://distiller.com/spirits/benriach-sauternes-finish-16-year
THE MACALLAN DOUBLE CASK 18 YEAR,Single Malt,"Highlands, Scotland",4.28,89,https://distiller.com/spirits/the-macallan-double-cask-18-year
GLEN FOHDRY,Single Malt,"Dublaich, Scotland",3.25,nan,https://distiller.com/spirits/glen-fohdry
BLADNOCH 17 YEAR CALIFORNIA RED WINE CASK FINISH,Single Malt,"Lowlands, Scotland",3.93,nan,https://distiller.com/spirits/bladnoch-17-year-california-red-wine-cask-finish
THE ARRAN MALT SHERRY CASK FINISH SINGLE MALT,Single Malt,Scotland,3.69,nan,https://distiller.com/spirits/the-arran-malt-sherry-cask-finish-single-malt
THE MACALLAN RARE CASK BATCH NO.1 (2018 RELEASE),Single Malt,"Highlands, Scotland",4.6,nan,https://distiller.com/spirits/the-macallan-rare-cask-batch-no-1-2018-release
BEINN DUBH- BLACK MOUNTAIN (THE SPEYSIDE DISTILLERY),Single Malt,"Speyside, Scotland",3.16,nan,https://distiller.com/spirits/beinn-dubh-black-mountain-the-speyside-distillery
EDRADOUR THE FAIRY FLAG 15 YEAR,Single Malt,"Highlands, Scotland",4.04,nan,https://distiller.com/spirits/edradour-the-fairy-flag-15-year
SPEY TRUTINA,Single Malt,"Speyside, Scotland",3.63,80,https://distiller.com/spirits/spey-trutina
GLENGLASSAUGH OCTAVES CLASSIC,Single Malt,"Highlands, Scotland",3.83,nan,https://distiller.com/spirits/glenglassaugh-octaves-classic
MORTLACH SPECIAL STRENGTH,Single Malt,"Speyside, Scotland",3.92,nan,https://distiller.com/spirits/mortlach-special-strength
GLENBURGIE 10 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,"Speyside, Scotland",3.56,nan,https://distiller.com/spirits/glenburgie-10-year-gordon-macphail
BENRIACH 15 YEAR DARK RUM FINISH,Single Malt,"Speyside, Scotland",3.84,85,https://distiller.com/spirits/benriach-15-year-dark-rum-finish
GLEN GARIOCH 15 YEAR RENAISSANCE,Single Malt,"Highlands, Scotland",4.09,90,https://distiller.com/spirits/glen-garioch-15-years-old-renaissance
ISLAY GOLD SINGLE MALT SCOTCH WHISKY 10,Single Malt,"Islay, Scotland",3.89,nan,https://distiller.com/spirits/islay-gold-single-malt-scotch-whisky-10
TOMATÍN 12 YEARS OLD BOURBON AND SHERRY CASKS,Single Malt,"Highland, Scotland",3.51,nan,https://distiller.com/spirits/tomatin-12-years-old-bourbon-and-sherry-casks
BENROMACH CASK STRENGTH VINTAGE 2008 (BATCH 1),Single Malt,"Speyside, Scotland",4.43,90,https://distiller.com/spirits/benromach-cask-strength-vintage-2008-batch-1
THE SINGLETON OF DUFFTOWN 18 YEAR,Single Malt,"Speyside, Scotland",3.46,88,https://distiller.com/spirits/the-singleton-of-dufftown-18-year
BALNELLAN,Single Malt,"Speyside Glenlivet, Scotland",3.72,nan,https://distiller.com/spirits/balnellan
SPRINGBANK 9 YEAR LOCAL BARLEY,Single Malt,"Campbeltown, Scotland",4.1,93,https://distiller.com/spirits/springbank-9-year-local-barley
GLEN FOHDRY LÀN-ABAICH 21 YEAR,Single Malt,"Speyside, Scotland",3.32,nan,https://distiller.com/spirits/glen-fohdry-lan-abaich-21-year
AUCHENTOSHAN DISTILLERY CASK,Single Malt,"Lowlands, Scotland",4.01,nan,https://distiller.com/spirits/auchentoshan-distillery-cask
INCHGOWER 14 YEAR FLORA & FAUNA,Single Malt,Scotland,3.57,nan,https://distiller.com/spirits/inchgower-14-year-flora-fauna
BRUICHLADDICH BLACK ART 1989 03.1 EDITION 22 YEAR,Single Malt,"Islay, Scotland",4.55,nan,https://distiller.com/spirits/bruichladdich-black-art-3-1989
GLENFARCLAS 8 YEAR,Single Malt,"Highlands, Scotland",3.64,87,https://distiller.com/spirits/glenfarclas-8-year
THE BALVENIE SHERRYOAK 17 YEAR,Single Malt,"Speyside, Scotland",4.62,nan,https://distiller.com/spirits/the-balvenie-sherryoak-17-year
SPRINGBANK 17 YEAR SHERRY WOOD,Single Malt,"Campbeltown, Scotland",3.71,nan,https://distiller.com/spirits/springbank-17-year-sherry-wood
HAZELBURN OLOROSO MATURED 14 YR,Single Malt,"Cambeltown , Scotland",4.03,nan,https://distiller.com/spirits/hazelburn-oloroso-matured-14-yr
ARDBEG 22,Single Malt,"Islay, Scotland",4.46,nan,https://distiller.com/spirits/ardbeg-22
GLENGOYNE CUARTILLO,Single Malt,"Highland, Scotland",3.17,nan,https://distiller.com/spirits/glengoyne-cuartillo
CAOL ILA 15 YEAR UNPEATED STYLE (2018 SPECIAL RELEASE),Single Malt,"Islay, Scotland",3.91,nan,https://distiller.com/spirits/caol-ila-15-year-unpeated-style-2018-special-release
HAZELBURN 9 YEAR BAROLO CASK,Single Malt,"Campbeltown, Scotland",3.78,nan,https://distiller.com/spirits/hazelburn-9-year-barolo-cask
DEANSTON 14 YEAR ORGANIC,Single Malt,"Highland, Scotland",3.25,nan,https://distiller.com/spirits/deanston-14-year-old-organic
TULLIBARDINE THE MURRAY CHATEAUNEUF DU PAPE FINISH,Single Malt,"Highlands, Scotland",4.17,nan,https://distiller.com/spirits/tullibardine-the-murray-chateauneuf-du-pape-finish
KILCHOMAN ORIGINAL CASK STRENGTH (2016 RELEASE),Single Malt,"Islay, Scotland",4.15,nan,https://distiller.com/spirits/kilchoman-original-cask-strength-2016-release
BUNNAHABHAIN MOINE,Single Malt,"Islay, Scotland",3.75,nan,https://distiller.com/spirits/bunnahabhain-moine
THE BALVENIE TRIPLE CASK 25 YEAR,Single Malt,"Speyside, Scotland",4.21,nan,https://distiller.com/spirits/the-balvenie-triple-cask-25-year
ARRAN THE DEVIL'S PUNCH BOWL CHAPTER III THE FIENDISH FINALE,Single Malt,"Islands, Scotland",4.46,95,https://distiller.com/spirits/arran-the-devil-s-punchbowl-chapter-iii-the-fiendish-finale
ROYAL LOCHNAGAR DISTILLERS EDITION,Single Malt,"Highlands, Scotland",3.65,82,https://distiller.com/spirits/royal-lochnagar-distillers-edition
WOLFBURN LANGSKIP,Single Malt,"Highlands , Scotland",3.68,nan,https://distiller.com/spirits/wolfburn-langskip
GLEN MORAY ELGIN CLASSIC CABERNET CASK FINISH,Single Malt,"Speyside, Scotland",3.11,nan,https://distiller.com/spirits/glen-moray-elgin-classic-cabernet-cask-finish
KNOCKANDO 21 YEAR MASTER RESERVE (1994),Single Malt,"Speyside, Scotland",3.72,nan,https://distiller.com/spirits/knockando-21-year-master-reserve-1994
SPEY RIVER 12 YEAR,Single Malt,"Speyside, Scotland",2.82,nan,https://distiller.com/spirits/spey-river-12-year
THE BALVENIE FOUNDER'S RESERVE 10 YEAR,Single Malt,"Speyside, Scotland",3.99,nan,https://distiller.com/spirits/the-balvenie-founders-reserve-10-year
GLENMORANGIE BURGUNDY WOOD FINISH 12 YEAR,Single Malt,"Highlands, Scotland",3.9,90,https://distiller.com/spirits/glenmorangie-burgundy-wood-finish-12-year
BALBLAIR 2000 1ST RELEASE,Single Malt,"Highlands, Scotland",3.41,89,https://distiller.com/spirits/balblair-2000-1st-release
BALBLAIR 1997 1ST RELEASE,Single Malt,"Highlands, Scotland",4.26,88,https://distiller.com/spirits/balblair-1997-1st-release
GLENMORANGIE MALAGA CASK FINISH 12 YEAR,Single Malt,"Highlands, Scotland",4.06,nan,https://distiller.com/spirits/glenmorangie-malaga-cask-finish-12-year
"ARRAN QUARTER CASK ""THE BOTHY""",Single Malt,"Islands, Scotland",3.75,nan,https://distiller.com/spirits/arran-quarter-cask-the-bothy
KILCHOMAN UNITED STATES OF AMERICA SMALL BATCH,Single Malt,"Islay, Scotland",3.56,nan,https://distiller.com/spirits/kilchoman-united-states-of-america-small-batch
THE MACALLAN ESTATE,Single Malt,"Highlands, Scotland",4.26,nan,https://distiller.com/spirits/the-macallan-estate
BENRIACH 21 YEAR,Single Malt,"Speyside, Scotland",3.73,nan,https://distiller.com/spirits/benriach-21-year
KNOCKANDO 15 YEAR,Single Malt,"Speyside, Scotland",3.32,84,https://distiller.com/spirits/knockando-15-year
GLEN MORAY PORT CASK FINISH 25 YEAR,Single Malt,"Speyside, Scotland",3.95,nan,https://distiller.com/spirits/glen-moray-25-year-port-cask-finish
DALMORE 21 YEAR,Single Malt,"Highlands, Scotland",4.49,nan,https://distiller.com/spirits/dalmore-21-year
CAOL ILA STITCHELL RESERVE (2013 SPECIAL RELEASE),Single Malt,"Islay, Scotland",4.02,92,https://distiller.com/spirits/caol-ila-stitchell-reserve-2013-special-release
LISMORE THE LEGEND 21 YEAR,Single Malt,"Speyside, Scotland",4.03,nan,https://distiller.com/spirits/lismore-the-legend-21-year
THE GLENLIVET 12 YEAR OLD,Single Malt,"Speyside, Scotland",3.66,nan,https://distiller.com/spirits/the-glenlivet-12-year-old
BRUICHLADDICH BLACK ART 1994 07.1 EDITION 25 YEAR,Single Malt,"Islay, Scotland",4.77,91,https://distiller.com/spirits/bruichladdich-black-art-1994-07-1-edition-25-year
GLENFIDDICH RESERVED SHERRY CASK,Single Malt,Scotland,3.94,nan,https://distiller.com/spirits/glenfiddich-reserved-sherry-cask
SPEY TENNÉ,Single Malt,"Speyside, Scotland",3.46,nan,https://distiller.com/spirits/spey-tenne
GLENFARCLAS 30 YEAR,Single Malt,"Highlands, Scotland",3.97,92,https://distiller.com/spirits/glenfarclas-30-year
THE BALVENIE SINGLE BARREL 25 YEAR,Single Malt,"Speyside, Scotland",4.47,91,https://distiller.com/spirits/the-balvenie-single-barrel-25-year
MORTLACH 21 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,"Speyside, Scotland",4.1,88,https://distiller.com/spirits/mortlach-21
TOMINTOUL 21 YEAR,Single Malt,"Speyside, Scotland",3.8,nan,https://distiller.com/spirits/tomintoul-21-year
DALMORE GRAN RESERVA,Single Malt,"Highlands, Scotland",3.94,86,https://distiller.com/spirits/dalmore-gran-reserva
DALMORE 12 YEAR SHERRY CASK SELECT,Single Malt,"Highlands, Scotland",3.76,87,https://distiller.com/spirits/dalmore-12-year-sherry-cask-select
MACALLAN TRIPLE CASK MATURED 15,Single Malt,"Speyside, Scotland",4.12,nan,https://distiller.com/spirits/macallan-triple-cask-matured-15
LAPHROAIG 10 YEAR CASK STRENGTH BATCH 9,Single Malt,"Islay, Scotland",3.9,nan,https://distiller.com/spirits/laphroaig-10-year-cask-strength-batch-9
FORAGER'S KEEP 26 YEAR,Single Malt,Scotland,4.09,93,https://distiller.com/spirits/forager-s-keep-26-year
BALBLAIR 15 YEAR,Single Malt,"Highlands, Scotland",3.8,78,https://distiller.com/spirits/balblair-15-year
LONGROW 13 YEAR RED MALBEC CASK,Single Malt,"Campbeltown , Scotland",4.22,nan,https://distiller.com/spirits/longrow-13-year-red-malbec-cask
GLENMORANGIE THE QUARTER CENTURY 25 YEAR,Single Malt,"Highlands, Scotland",4.54,91,https://distiller.com/spirits/glenmorangie-the-quarter-century-25-year
THE GLENROTHES 1991,Single Malt,"Speyside, Scotland",4.05,89,https://distiller.com/spirits/the-glenrothes-1991
JURA 1984,Single Malt,"Islands, Scotland",4.05,94,https://distiller.com/spirits/jura-1984
CARDHU SPECIAL CASK RESERVE,Single Malt,"Speyside, Scotland",3.83,nan,https://distiller.com/spirits/cardhu-special-cask-reserve
KIRKLAND SIGNATURE 23 YEAR SPEYSIDE SHERRY CASK FINISH,Single Malt,"Speyside, Scotland",3.6,nan,https://distiller.com/spirits/kirkland-signature-23-year-speyside-sherry-cask-finish
BEN BRACKEN HIGHLAND SINGLE MALT,Single Malt,"Highland, Scotland",3.11,nan,https://distiller.com/spirits/ben-bracken-highland-single-malt
GLEN TURNER HERITAGE DOUBLE CASK,Single Malt,"Highlands, Scotland",3.09,nan,https://distiller.com/spirits/glen-turner-heritage-double-cask
GLENTURRET SHERRY,Single Malt,"Highlands, Scotland",3.48,nan,https://distiller.com/spirits/glenturret-sherry
GLEN KEITH DISTILLERY EDITION,Single Malt,"Speyside, Scotland",3.31,83,https://distiller.com/spirits/glen-keith-distillery-edition
ARRAN MADEIRA CASK FINISH,Single Malt,"Island, Scotland",3.74,nan,https://distiller.com/spirits/arran-madeira-cask-finish
GLEN DEVERON 30 YEAR,Single Malt,"Highlands, Scotland",4.38,nan,https://distiller.com/spirits/glen-deveron-30-year
CRAIGELLACHIE 19 YEAR,Single Malt,"Speyside, Scotland",3.92,87,https://distiller.com/spirits/craigellachie-19-year
GLEN GARIOCH VIRGIN OAK,Single Malt,"Highlands, Scotland",3.94,87,https://distiller.com/spirits/glen-garioch-virgin-oak
TEANINICH FLORA & FAUNA 10 YEAR,Single Malt,"Highland, Scotland",2.75,85,https://distiller.com/spirits/teaninich-10-flora-fauna
GLEN MORAY ELGIN CLASSIC CHARDONNAY CASK FINISH,Single Malt,"Speyside, Scotland",3.2,nan,https://distiller.com/spirits/glen-moray-elgin-classic-chardonnay-cask-finish
GLENDRONACH PORT WOOD,Single Malt,"Highlands, Scotland",3.84,88,https://distiller.com/spirits/glendronach-port-wood
MACALLAN ENIGMA,Single Malt,"Highlands, Scotland",4.09,82,https://distiller.com/spirits/macallan-enigma
GLENDRONACH TAWNY PORT FINISH 15 YEAR,Single Malt,"Highland, Scotland",4.23,90,https://distiller.com/spirits/glendronach-tawny-port-finish-15-year
THE BALVENIE TUN 1509 BATCH 2,Single Malt,"Speyside, Scotland",4.34,96,https://distiller.com/spirits/the-balvenie-tun-1509-batch-2
THE BALVENIE GOLDEN CASK 14 YEAR,Single Malt,"Speyside, Scotland",3.84,nan,https://distiller.com/spirits/the-balvenie-golden-cask-14-year
KILKERRAN 8 CASK STRENGTH (SHERRY CASK 2019),Single Malt,"Campbeltown, Scotland",4.19,nan,https://distiller.com/spirits/kilkerran-8-cask-strength-sherry-cask-2019
KILCHOMAN MACHIR BAY 2018,Single Malt,"Islay, Scotland",3.85,nan,https://distiller.com/spirits/kilchoman-machir-bay-2018
TOMINTOUL 16 YO SPEYSIDE GLENLIVET,Single Malt,Scotland,3.85,nan,https://distiller.com/spirits/tomintoul-16-yo-speyside-glenlivet
GLENGLASSAUGH PEDRO XIMENEZ SHERRY WOOD FINISH,Single Malt,"Highland, Scotland",4.04,nan,https://distiller.com/spirits/glenglassaugh-pedro-ximenez-sherry-wood-finish
TOMINTOUL 25 YEAR,Single Malt,"Speyside, Scotland",4,nan,https://distiller.com/spirits/tomintoul-25-year
DALMORE VINTAGE 2001 15 YEAR,Single Malt,"Highlands, Scotland",4.19,nan,https://distiller.com/spirits/dalmore-vintage-2001-15-year
BENROMACH SASSICAIA WOOD FINISH 2007,Single Malt,"Speyside, Scotland",4,85,https://distiller.com/spirits/benromach-sassicaia-wood-finish
BALBLAIR 1983 1ST RELEASE,Single Malt,"Highlands , Scotland",4.55,97,https://distiller.com/spirits/balblair-1983-1st-release
THE GLENLIVET GUARDIANS' CHAPTER,Single Malt,"Speyside, Scotland",3.93,83,https://distiller.com/spirits/the-glenlivet-guardians-chapter
ANCNOC 16 YEAR,Single Malt,"Highlands, Scotland",4.01,90,https://distiller.com/spirits/ancnoc-16-year
TORMORE 12 YEAR,Single Malt,"Speyside, Scotland",3.77,nan,https://distiller.com/spirits/tormore-12-year-old
ARRAN BARREL RESERVE,Single Malt,"Islands, Scotland",3.53,nan,https://distiller.com/spirits/arran-barrel-reserve
KIRKLAND 18 YEAR HIGHLAND SINGLE MALT SHERRY CASK FINISH,Single Malt,"Highlands, Scotland",3.88,nan,https://distiller.com/spirits/kirkland-18-year-highland-single-malt-sherry-cask-finish
"MORTLACH 20 YEAR ""COWIE'S BLUE SEAL""",Single Malt,"Speyside, Scotland",4.12,91,https://distiller.com/spirits/mortlach-20-year-cowie-s-blue-seal
GLENMORANGIE THE CADBOLL,Single Malt,"Highlands, Scotland",3.93,nan,https://distiller.com/spirits/glenmorangie-the-cadboll
GLENMORANGIE DORNOCH,Single Malt,"Highlands, Scotland",3.93,82,https://distiller.com/spirits/glenmorangie-dornoch
MACALLAN CLASSIC CUT (2019 RELEASE),Single Malt,"Highlands, Scotland",4.09,nan,https://distiller.com/spirits/macallan-classic-cut-2019-release
GLENDRONACH CASK STRENGTH BATCH 8,Single Malt,"Highlands, Scotland",3.85,90,https://distiller.com/spirits/glendronach-cask-strength-batch-8
GLEN SCOTIA VICTORIANA CASK STRENGTH,Single Malt,"Campbeltown, Scotland",3.93,89,https://distiller.com/spirits/glen-scotia-victoriana-cask-strength
GLENCADAM ORIGIN 1825,Single Malt,"Highlands, Scotland",3.45,87,https://distiller.com/spirits/glencadam-origin-1825
ANCNOC 22 YEAR,Single Malt,"Highlands, Scotland",4.07,91,https://distiller.com/spirits/ancnoc-22-year
MUIRHEAD’S SILVER SEAL 16 YEAR,Single Malt,Scotland,3.62,nan,https://distiller.com/spirits/muirhead-s-silver-seal-16-year
BALBLAIR 2002 1ST RELEASE,Single Malt,"Highlands, Scotland",3.84,88,https://distiller.com/spirits/balblair-2002-1st-release
AUCHROISK 10 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",3.63,88,https://distiller.com/spirits/auchroisk-10
BENRIACH THE TWELVE,Single Malt,"Speyside, Scotland",3.74,88,https://distiller.com/spirits/benriach-the-twelve
DARKNESS 8 YEAR SINGLE MALT,Single Malt,Scotland,3.29,80,https://distiller.com/spirits/darkness-8-year-single-malt
MORTLACH 14 YEAR ALEXANDER'S WAY,Single Malt,"Speyside, Scotland",3.73,83,https://distiller.com/spirits/mortlach-14-year-alexander-s-way
BEN BRACKEN ISLAY SINGLE MALT,Single Malt,"Islay, Scotland",3.24,nan,https://distiller.com/spirits/ben-bracken-islay-single-malt
GLENDRONACH CASK STRENGTH BATCH 7,Single Malt,"Highlands, Scotland",4.13,nan,https://distiller.com/spirits/glendronach-cask-strength-batch-7
MACALLAN TERRA,Single Malt,"Highlands, Scotland",4.24,nan,https://distiller.com/spirits/macallan-terra
GLENALLACHIE 18 YEAR,Single Malt,"Speyside, Scotland",3.85,87,https://distiller.com/spirits/glenallachie-18-year
BUNNAHABHAIN 2003 PEDRO XIMENEZ FINISH,Single Malt,Scotland,4.66,88,https://distiller.com/spirits/bunnahabhain-2003-pedro-ximenez-finish
